text,sentiment
i am much lighter now i feel extremely passionate about myself and my life yes me i do,2
i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment,2
i am feeling i still should be caring and concerned,2
i havent written in awhile and it feels terrific to scribble stuff down in a notebook from time to time,2
i do have to say that at first listen yunhos raps gave me that wtf feeling but after listening a couple times im determined to learn them,2
i go to the range i feel like im like russell crowe in robin hood or merida in brave,2
i feel fucking terrific after,2
i continue to add more so please feel free to explore and let me know what you think,2
i feel that the most talented of illustrators designers are ones that know how to get an idea across without the trappings of crosshatching and lensflares on everything,2
i feel very privileged not only in being able to share in her artistry but knowing she has my back,2
