,text,polarity
692,im more comfortable in a relationship because i wont feel as slutty being with one person having the same amount as i would if i were single or not,POSITIVE
694,i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,POSITIVE
695,i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,POSITIVE
698,i feel that gulam ali is even more talented than many other classical singers,POSITIVE
699,i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special,POSITIVE
700,i think we all feel very passionate about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments,POSITIVE
701,i feel strange with it because it started to be sale,POSITIVE
706,i feel for my beloved that is reciprocated,POSITIVE
709,i would feel differently if i believed that the leaders were perfectly truthful,POSITIVE
710,i cant help but feel a longing to be outside more to feel the rain on my skin and sticky tree droppings on my feet,POSITIVE
712,i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity,POSITIVE
714,i said i feel incredibly thankful on the whole,POSITIVE
715,i feel inspired and eager to press on when the sun shines,POSITIVE
716,im just hoping i can walk by then because my thighs are not feeling at all friendly today,POSITIVE
719,i must say that i feel that i accepted something of a poisoned chalice,POSITIVE
721,im feeling generous ill give you a story as well,POSITIVE
722,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,POSITIVE
723,i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,POSITIVE
731,im feeling fine,POSITIVE
733,im feeling quite pleased this week,POSITIVE
736,i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,POSITIVE
738,i am feeling hopeful and looking forward once again,POSITIVE
739,i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,POSITIVE
741,i feel so comfortable around him,POSITIVE
742,i feel privileged having the opportunity to be a part of it all,POSITIVE
749,i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,POSITIVE
750,ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,POSITIVE
751,im feeling amazed with my california ness at the moment currently sitting by the pool drinking a wine spritzer out of nagalene connecting via google wifi and using stellarium to figure out the stars,POSITIVE
752,i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,POSITIVE
753,i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,POSITIVE
754,i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,POSITIVE
756,i feel that way considering most people are pretending to be the way they are and very very few are being sincere,POSITIVE
757,i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,POSITIVE
758,i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,POSITIVE
759,i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,POSITIVE
760,i feel like i shouldn t be that amazed with a degree in biology i was blown away,POSITIVE
